"paper_title","author_name","is_first_author"
"Aesthetic emotions in a mixed reality gastrosonic experience: an exploratory study","Anu Hopia",False
"Aesthetic emotions in a mixed reality gastrosonic experience: an exploratory study","Sami Silén",False
"Aesthetic emotions in a mixed reality gastrosonic experience: an exploratory study","Jean-Christophe Sakdavong",False
"Aesthetic In-Access: Notes from the CripTech Metaverse Lab","Frank Mondelli",True
"Aesthetic In-Access: Notes from the CripTech Metaverse Lab","Jennifer Justice",False
"Aesthetic Qualities of Thermal and Vibrotactile Materials for Somatic Contemplation","Claudia Núñez-Pacheco",True
"Aesthetic Qualities of Thermal and Vibrotactile Materials for Somatic Contemplation","Lian Loke",False
"Aesthetics and the semblance of the real in terroristic gameplay","Salvador Miranda",True
"Aesthetics of Turntable Art","Jimmy Eadie",True
"AesUST: Towards Aesthetic-Enhanced Universal Style Transfer","Wei Xing",False
"AesUST: Towards Aesthetic-Enhanced Universal Style Transfer","Ailin Li",False
"AesUST: Towards Aesthetic-Enhanced Universal Style Transfer","Lei Zhao",False
"AesUST: Towards Aesthetic-Enhanced Universal Style Transfer","Zhiwen Zuo",False
"AesUST: Towards Aesthetic-Enhanced Universal Style Transfer","Zhizhong Wang",True
"AesUST: Towards Aesthetic-Enhanced Universal Style Transfer","Dongming Lu",False
"AesUST: Towards Aesthetic-Enhanced Universal Style Transfer","Zhanjie Zhang",False
"Affective Atmospheres | Ambient Feedback Ecology","Desiree Foerster",False
"Affective Atmospheres | Ambient Feedback Ecology","Nima Navab",True
"Affective Color Fields: Reimagining Rothkoesque Artwork as an Interactive Companion for Artistic Self-Expression","Robert J K Jacob",False
"Affective Color Fields: Reimagining Rothkoesque Artwork as an Interactive Companion for Artistic Self-Expression","Sol Kang",True
"Affective Color Fields: Reimagining Rothkoesque Artwork as an Interactive Companion for Artistic Self-Expression","Ziyu Zhou",False
"Affective Color Fields: Reimagining Rothkoesque Artwork as an Interactive Companion for Artistic Self-Expression","Zhe Huang",False
"Affective Color Fields: Reimagining Rothkoesque Artwork as an Interactive Companion for Artistic Self-Expression","Liang Wang",False
"Affective Palettes for Scientific Visualization: Grounding Environmental Data in the Natural World","Francesca Samsel",True
"Affective Palettes for Scientific Visualization: Grounding Environmental Data in the Natural World","Greg Abram",False
"Affective Palettes for Scientific Visualization: Grounding Environmental Data in the Natural World","Daniel Keefe",False
"Affective Palettes for Scientific Visualization: Grounding Environmental Data in the Natural World","Stephanie Zeller",False
"Affective, Hand-Sculpted Glyph Forms for Engaging and Expressive Scientific Visualization","Lyn Bartram",False
"Affective, Hand-Sculpted Glyph Forms for Engaging and Expressive Scientific Visualization","Francesca Samsel",False
"Affective, Hand-Sculpted Glyph Forms for Engaging and Expressive Scientific Visualization","Stephanie Zeller",True
"Affiliated issue with 2020 College Art Association Annual Conference, ‘flesh and circuit: rethinking performance and technology’ (Chicago, IL, USA)","EL Putnam",False
"Affiliated issue with 2020 College Art Association Annual Conference, ‘flesh and circuit: rethinking performance and technology’ (Chicago, IL, USA)","Conor McGarrigle",True
"Affordable Speaker Arrays","Michael R. Mulshine",False
"Affordable Speaker Arrays","Fernando Lopez-Lezcano",True
"Affordances and Constraints of Modular Synthesis in Virtual Reality","Alexander Zonta",False
"Affordances and Constraints of Modular Synthesis in Virtual Reality","Graham Wakefield",True
"Affordances and Constraints of Modular Synthesis in Virtual Reality","Michael Palumbo",False
"Afro Re-Existence in the School Of Arts","Rodrigo Zárate Moedano",True
"Afro Re-Existence in the School Of Arts","Bruno Baronnet",False
"After Dan Graham: An archaeological approach to virtual reality art","David Han",True
"After The Tunnel: on shifting ontology and ethology of the emerging art-subject","Maurice Benayoun",True
"After The Tunnel: on shifting ontology and ethology of the emerging art-subject","Tanya Ravn Ag",False
"Against the triumph of appearance: scattered notes on Madalena Miranda’s ""In search of the Lisbon Lazaretto"" and other isolations","Caterina Cucinotta",True
"Agency and Creativity in Musical Interaction for Those Living with Dementia and Cognitive Decline","Jon Pigrem",True
"Agency and Creativity in Musical Interaction for Those Living with Dementia and Cognitive Decline","Jennifer MacRitchie",False
"Agency and Creativity in Musical Interaction for Those Living with Dementia and Cognitive Decline","Andrew MacPherson",False
"Agency and Creativity in Musical Interaction for Those Living with Dementia and Cognitive Decline","Luc de Witte",False
"Agency and Creativity in Musical Interaction for Those Living with Dementia and Cognitive Decline","Justin Christensen",False
"Agency and Creativity in Musical Interaction for Those Living with Dementia and Cognitive Decline","Renee Timmers",False
"AI Art and the “Transparent Author”","Raivo Kelomees",True
"AI Creativity: AI.R Teletorium, Toward New Storytelling Realm","Giacomo Bertin",False
"AI Creativity: AI.R Teletorium, Toward New Storytelling Realm","Ruiyang Liu",False
"AI Creativity: AI.R Teletorium, Toward New Storytelling Realm","Predrag K. Nikolic",True
"AI Mirror: Visualize AI's Self-knowledge","Siyu Hu",True
"AI Mirror: Visualize AI's Self-knowledge","Siyu Jin",False
"AI Mirror: Visualize AI's Self-knowledge","Xiaohui Wang",False
"AI Mirror: Visualize AI's Self-knowledge","Bo Shui",False
"AI Nüshu: An Exploration of Language Emergence in Sisterhood Through the Lens of Computational Linguistics","Ze Gao",False
"AI Nüshu: An Exploration of Language Emergence in Sisterhood Through the Lens of Computational Linguistics","Yuying Tang",False
"AI Nüshu: An Exploration of Language Emergence in Sisterhood Through the Lens of Computational Linguistics","Zhijun Pan",False
"AI Nüshu: An Exploration of Language Emergence in Sisterhood Through the Lens of Computational Linguistics","Yuqian Sun",True
"AI Nüshu: An Exploration of Language Emergence in Sisterhood Through the Lens of Computational Linguistics","Chuyan Xu",False
"AI Nüshu: An Exploration of Language Emergence in Sisterhood Through the Lens of Computational Linguistics","Yurou Chen",False
"AI Nüshu: An Exploration of Language Emergence in Sisterhood Through the Lens of Computational Linguistics","Zhigang Wang",False
"AI Nüshu: An Exploration of Language Emergence in Sisterhood Through the Lens of Computational Linguistics","Ali Asadipour",False
"AI Nüshu: An Exploration of Language Emergence in Sisterhood Through the Lens of Computational Linguistics","Tristan Braud",False
"AI Nüshu: An Exploration of Language Emergence in Sisterhood Through the Lens of Computational Linguistics","Chang Hee Lee",False
"AI Nüshu: An Exploration of Language Emergence in Sisterhood Through the Lens of Computational Linguistics","Kejiang Qian",False
"AI-Generated Imagery: A New Era for the `Readymade`","Michael Cook",False
"AI-Generated Imagery: A New Era for the `Readymade`","Amy Smith",True
"AI-terity 2.0: An Autonomous NIME Featuring GANSpaceSynth Deep Learning Model","Koray Tahiroğlu",True
"AI-terity 2.0: An Autonomous NIME Featuring GANSpaceSynth Deep Learning Model","Oskar Koli",False
"AI-terity 2.0: An Autonomous NIME Featuring GANSpaceSynth Deep Learning Model","Miranda Kastemaa",False
"Ai.llude: Investigating Rewriting AI-Generated Text to Support Creative Expression","David Zhou",True
"Ai.llude: Investigating Rewriting AI-Generated Text to Support Creative Expression","Sarah Gimbert Sterman",False
"AIBO: An Emotionally Intelligent Artificial Intelligence Brainwave Opera - Proof of Concept","Ellen Pearlman",True
"AIBO: An Emotionally Intelligent Artificial Intelligent Brainwave Opera: Part 2, Or The Making Of A “Sicko” AI","Ellen Pearlman",True
"Aimi Hamraie – Aesthetic In-Access: Notes from the CripTech Metaverse Lab","Frank Mondelli",True
"AirCharge: Amplifying Ungrounded Impact Force by Accumulating Air Propulsion Momentum","Chia-An Fan",False
"AirCharge: Amplifying Ungrounded Impact Force by Accumulating Air Propulsion Momentum","Shih Chin Lin",False
"AirCharge: Amplifying Ungrounded Impact Force by Accumulating Air Propulsion Momentum","Chao-Jung Lai",False
"AirCharge: Amplifying Ungrounded Impact Force by Accumulating Air Propulsion Momentum","Wei-Hsin Wang",False
"AirCharge: Amplifying Ungrounded Impact Force by Accumulating Air Propulsion Momentum","Po-Yu Chen",True
"AirCharge: Amplifying Ungrounded Impact Force by Accumulating Air Propulsion Momentum","Ching-Yi Tsai",False
"AirCharge: Amplifying Ungrounded Impact Force by Accumulating Air Propulsion Momentum","Chia-Chen Chi",False
"AirCharge: Amplifying Ungrounded Impact Force by Accumulating Air Propulsion Momentum","Mike Chen",False
"AirSticks 2.0: Instrument Design for Expressive Gestural Interaction","Ciaran Frame",False
"AirSticks 2.0: Instrument Design for Expressive Gestural Interaction","Sam Trolland",True
"AirSticks 2.0: Instrument Design for Expressive Gestural Interaction","Jon McCormack",False
"AirSticks 2.0: Instrument Design for Expressive Gestural Interaction","Elliott Wilson",False
"AirSticks 2.0: Instrument Design for Expressive Gestural Interaction","Alon Ilsar",False
"AirTied: Automatic Personal Fabrication of Truss Structures","Lukas Fritzsche",False
"AirTied: Automatic Personal Fabrication of Truss Structures","Robert Kovacs",False
"AirTied: Automatic Personal Fabrication of Truss Structures","Conrad Lempert",False
"AirTied: Automatic Personal Fabrication of Truss Structures","Patrick Baudisch",False
"AirTied: Automatic Personal Fabrication of Truss Structures","Muhammad Abdullah",False
"AirTied: Automatic Personal Fabrication of Truss Structures","Helena Lendowski",False
"AirTied: Automatic Personal Fabrication of Truss Structures","Martin Taraz",False
"AirTied: Automatic Personal Fabrication of Truss Structures","Lukas Rambold",True
"Akson, an Audio-Visual Environment for Networked Interaction and Performance","Luis Arandas",True
"Akson, an Audio-Visual Environment for Networked Interaction and Performance","José Alberto Gomes",False
"Akson, an Audio-Visual Environment for Networked Interaction and Performance","Rui Penha",False
"Al-terity: Non-Rigid Musical Instrument with Artificial Intelligence Applied to Real-Time Audio Synthesis","Koray Tahirog˘lu",True
"Al-terity: Non-Rigid Musical Instrument with Artificial Intelligence Applied to Real-Time Audio Synthesis","Miranda Kastemaa",False
"Al-terity: Non-Rigid Musical Instrument with Artificial Intelligence Applied to Real-Time Audio Synthesis","Oskar Koli",False
"Algae Mask: Multidisciplinary exploration on material speculation","Kwan Queenie Li",True
"Algae Mask: Multidisciplinary exploration on material speculation","Michelle Jingmin Lai",False
"Algaphon: Transducing Human Input to Photosynthetic Radiation Parameters in Algae Timescale","Franziska Mack",False
"Algaphon: Transducing Human Input to Photosynthetic Radiation Parameters in Algae Timescale","Yasuaki Kakehi",False
"Algaphon: Transducing Human Input to Photosynthetic Radiation Parameters in Algae Timescale","Harpreet Sareen",True
"Algorithmic bias in anthropomorphic artificial intelligence: Critical perspectives through the practice of women media artists and designers","Caterina Antonopoulou",True
"Algorithmic Color Methods of Media Arts","Petronio Bendito",True
"Algorithmic Pattern","Alex McLean",True
"Algorithmic Power Ballads","Shelly Knotts",True
"Algorithmic Rituals: Participatory and Embodied Explorations of Algorithmic Decision-Making","Lora Oehlberg",False
"Algorithmic Rituals: Participatory and Embodied Explorations of Algorithmic Decision-Making","Kathryn Blair",True
"Algorithmic Rituals: Participatory and Embodied Explorations of Algorithmic Decision-Making","Pil Hansen",False
"Algorithmic Rituals: Participatory and Embodied Explorations of Algorithmic Decision-Making","Bruce Barton",False
"Algorithmic Vision and the Dialectic of Visibility","Hugo F. Idárraga",True
"Algorithmic Vision and the Dialectic of Visibility","Paloma Gonzáles Días",False
"Algorithmic Ways of Seeing: Using Object Detection to Facilitate Art Exploration","Johanne Engel Aaen",False
"Algorithmic Ways of Seeing: Using Object Detection to Facilitate Art Exploration","Sebastian Risi",False
"Algorithmic Ways of Seeing: Using Object Detection to Facilitate Art Exploration","Anders Sundnes Løvlie",False
"Algorithmic Ways of Seeing: Using Object Detection to Facilitate Art Exploration","Peter Kun",False
"Algorithmic Ways of Seeing: Using Object Detection to Facilitate Art Exploration","Louie Søs Meyer",True
"Algorithmic Ways of Seeing: Using Object Detection to Facilitate Art Exploration","Anitamalina Regitse Tranberg",False
"Algorithmic Ways of Seeing: Using Object Detection to Facilitate Art Exploration","Matthias Anton Freiberger",False
