"author_name","university_name"
"Iva Vasic","Università Politecnica delle Marche"
"Mariapaola Puggioni","Università Politecnica delle Marche"
"Roberto Pierdicca","Università Politecnica delle Marche"
"Ramona Quattrini","Università Politecnica delle Marche"
"Emma Wood","Universität der Künste Berlin"
"Philipp Gschwendtner","Universität der Künste Berlin"
"Federico Visi","Universität der Künste Berlin"
"Berit Greinke","Universität der Künste Berlin"
"Oscar Ariza","Universität Hamburg"
"Christof Weiß","Universität Würzburg"
"T. Brizolara da Rosa","Université Bretagne Sud"
"Sylvie Gibet","Université Bretagne Sud"
"S. Gibet","Université Bretagne Sud"
"C. Larboulette","Université Bretagne Sud"
"Vincent Thornhill","Université catholique de Louvain"
"Gilles Simon","Université de Lorraine"
"Nicolas Bernier","Université de Montréal"
"Aleksandra Kaminska","Université de Montréal"
"Pascal Dhulster","Université de Nîmes"
"Lucile Haute","Université de Nîmes"
"Jean-Christophe Sakdavong","Université de Toulouse"
"Rémi Lapierre","Université du Québec à Chicoutimi"
"Yan Breuleux","Université du Québec à Chicoutimi"
"Julien Vermette","Université du Québec à Montréal"
"Sofian Audry","Université du Québec à Montréal"
"Aurélie Besson","Université du Québec à Montréal"
"Christophe Lengelé","Université du Québec à Montréal"
"Gisèle Trudel","Université du Québec à Montréal"
"Julia Salles","Université du Québec à Montréal"
"Gisèle Trudel","Université du Québec à Montréal"
"Philippe-Aubert Gauthier","Université du Québec à Montréal"
"Sandra Volny","Université du Québec à Montréal"
"Eva Knoll","Université du Québec à Montréal"
"Valérie Paquet","Université du Québec à Montréal"
"Florence Vinit","Université du Québec à Montréal"
"Manon Vialle","Université Grenoble Alpes"
"Andrea Giomi","Université Grenoble Alpes"
"James Leonard","Université Grenoble Alpes"
"Rémi Ronfard","Université Grenoble Alpes"
"Mélina Skouras","Université Grenoble Alpes"
"Nils Quaetaert","Université Grenoble Alpes"
"Paula Barreiro López","Université Grenoble Alpes"
"Aaron Liu-Rosenbaum","Université Laval"
"Matthieu Couteau","Université Paris 1 Panthéon-Sorbonne"
"Dionysios Zamplaras","Université Paris 8"
"Everardo Reyes","Université Paris 8"
"Hugo Scurto","Université Paris 8"
"Hui-Ting Hong","Université Paris 8"
"Sorina-Silvia Cîrcu","Université Paris 8"
"Sofia Kourkoulakou","Université Paris 8"
"Nefeli Georgakopoulou","Université Paris 8"
"Isadora Teles de Castro e Costa","Université Paris 8"
"Ioannis Bardakos","Université Paris 8"
"Giusy Checola","Université Paris 8"
"G. Isla Borrell","Université Paris 8"
"Etienne Péreny","Université Paris 8"
"David Fierro","Université Paris 8"
"Chu-Yin Chen","Université Paris 8"
"Alain Lioret","Université Paris 8"
"Alain Bonardi","Université Paris 8"
"Zoï Kapoula","Université Paris Cité"
"Emmanuel Mahé","Université Paris Cité"
"Lindsey M. Ward","Université Paris Cité"
"Olga Kobryn","Université Paris Cité"
"Marine Vernet","Université Paris Cité"
"Aurélien Morize","Université Paris Cité"
"Marina Giardinetti","Université Paris Cité"
"Marina Giardinetti","Université Paris Nanterre"
"Panagiotis-Alexandros Bokaris","Université Paris Sud"
"Michele Gouiffès","Université Paris Sud"
"Christian Jacquemin","Université Paris Sud"
"Emanuel Aldea","Université Paris-Saclay"
"Sylvie Le Hégarat-Mascle","Université Paris-Saclay"
"Camille Gobert","Université Paris-Saclay"
"Michel Beaudouin-Lafon","Université Paris-Saclay"
"Michele Gouiffès","Université Paris-Saclay"
"Christian Sandor","Université Paris-Saclay"
"John Sullivan","Université Paris-Saclay"
"Baptiste Caramiaux","Université Paris-Saclay"
"Vennila Vilvanathan","Université Paris-Saclay"
"Téo Sanchez","Université Paris-Saclay"
"Jules Françoise","Université Paris-Saclay"
"Sarah Fdili Alaoui","Université Paris-Saclay"
"Marie-Julie Bourgeois","Université Paris-Saclay"
"Alireza Rezaei","Université Paris-Saclay"
"Marc Veyrat","Université Savoie Mont Blanc"
"Mike Hazas","Uppsala University"
"Marta Pérez-Campos","UPV/EHU University of the Basque Country"
"Ksenia Fedorova","Ural Federal University"
"Elena Demidova","Ural Federal University"
"AnneMarie Maes","Urban Bee Lab Brussels"
"Kristijan Ivančić","UserTesting, Inc."
"Huiying Li","UserTesting, Inc."
"Jenny Gutierrez Villalobos","UserTesting, Inc."
"Charu Mehra","UserTesting, Inc."
"Aravind Sagar","UserTesting, Inc."
"Sixuan Li","UserTesting, Inc."
"Kelsey Turbeville","UserTesting, Inc."
"Jason Moss","UserTesting, Inc."
"Scott Hutchins","UserTesting, Inc."
"Danae Kleida","Utrecht University"
"Graziele Lautenschlaeger","VALIE EXPORT Center"
"Alain Renaud","Vallais School of Art"
"Kiran Bhumber","Vancouver"
"Nancy Lee","Vancouver"
"Aimi Hamraie","Vanderbilt University"
"Joseph Schlesinger","Vanderbilt University"
"Alex Hass","Vanilla Five Creative Inc."
"Devon Girard","Vanilla Five Creative Inc."
"Hanif Janmohamed","Vanilla Five Creative Inc."
"Shupei Lin","VibInt Limited"
"Gabi Arrigoni","Victoria & Albert Museum"
"Sasha Leitman","Victoria University of Wellington"
"Sally Jane Norman","Victoria University of Wellington"
"Zak Argabrite","Victoria University of Wellington"
"Mo. H. Zareei","Victoria University of Wellington"
"Juan Pablo Yepez Placencia","Victoria University of Wellington"
"Jim W. Murphy","Victoria University of Wellington"
"Dale Carnegie","Victoria University of Wellington"
"Jim Murphy","Victoria University of Wellington"
"Michaella Moon","Victoria University of Wellington"
"Paul Dunham","Victoria University of Wellington"
"Mo H. Zareei","Victoria University of Wellington"
"Dugal McKinnon","Victoria University of Wellington"
"Dale A. Carnegie","Victoria University of Wellington"
"Mo Zareei","Victoria University of Wellington"
"Nathan Villicaña-Shaw","Victoria University of Wellington"
"Renate C.-Z. Quehenberger","Vienna"
"Cuong Viet Ta","Vietnam National University, Hanoi"
"Chau Thi Ma","Vietnam National University, Hanoi"
"Hoa Minh Nguyen","Vietnam National University, Hanoi"
"Ha Thanh Le","Vietnam National University, Hanoi"
"Duyen Thi Ngo","Vietnam National University, Hanoi"
"Kate Sicchio","Virginia Commonwealth University"
"Egidio Del Fabbro","Virginia Commonwealth University"
"Malisa Dang","Virginia Commonwealth University"
"Danielle Noreika","Virginia Commonwealth University"
"Semi Ryu","Virginia Commonwealth University"
"Disha Sardana","Virginia Polytechnic Institute and State University"
"Amay Kataria","Virginia Polytechnic Institute and State University"
"Akshay Sharma","Virginia Polytechnic Institute and State University"
"Kurt Luther","Virginia Polytechnic Institute and State University"
"Aisling Kelliher","Virginia Polytechnic Institute and State University"
"Kyriakos Tsoukalas","Virginia Polytechnic Institute and State University"
"Sang Won Lee","Virginia Polytechnic Institute and State University"
"Elizabeth McLain","Virginia Polytechnic Institute and State University"
"Yan Chen","Virginia Polytechnic Institute and State University"
"Daniel Manesh","Virginia Polytechnic Institute and State University"
"Vikram Mohanty","Virginia Polytechnic Institute and State University"
"Woohun Joo","Virginia Polytechnic Institute and State University"
"Ivica Ico Bukvic","Virginia Polytechnic Institute and State University"
"Ivica Bukvic","Virginia Polytechnic Institute and State University"
"Douglas Bowman Jr.","Virginia Polytechnic Institute and State University"
"Gordan Kreković","Visage Technologies"
"Tiange Wang","VLab"
"I-Yang Huang","VLab"
"Jan Ondřej","Volograms Limited"
"Konstantinos Amplianitis","Volograms Limited"
"Rafael Pagés","Volograms Limited"
"Kosin Kalarat","Walailak University"
"Sasithorn Rattanarungrot","Walailak University"
"Kannattha Chaisriya","Walailak University"
"Peter Larson","Washington State University"
"Rose Liu","Washington University in St. Louis"
"E. B. Hunter","Washington University in St. Louis"
"Jinchao Zhang","WeChat AI, Tencent Inc"
"Yao Qiu","WeChat AI, Tencent Inc"
"Jie Zhou","WeChat AI, Tencent Inc"
"Orit Shaer","Wellesley College"
"Kai Bronner","WeSound"
"Roger T. Dean","Western Sydney University"
"Claudia Costa Pederson","Wichita State University"
"Miriam Redi","Wikimedia Foundation"
"Markus Horning","Wildlife Technology Frontiers"
"André P. Czegledy","Wilfrid Laurier University"
"Jordan Grotz","Worcester Polytechnic Institute"
"Gillian Smith","Worcester Polytechnic Institute"
"Scott Barton","Worcester Polytechnic Institute"
"Matthew Bisson","Worcester Polytechnic Institute"
"Michael Sidler","Worcester Polytechnic Institute"
"Karitta Christina Zellerbach","Worcester Polytechnic Institute"
"Charlie Roberts","Worcester Polytechnic Institute"
"Xiqi Wang","Wuhan University"
"Ying Xu","Wuhan University of Technology"
"Lingyun Yu","Xi'an Jiaotong-Liverpool University"
"Claudia Westermann","Xi'an Jiaotong-Liverpool University"
"Siti Balkish Roslan","Xi'an Jiaotong-Liverpool University"
"Jiawen Han","Xi'an Jiaotong-Liverpool University"
"Emanuela Corti","Xi'an Jiaotong-Liverpool University"
"Ivan Parati","Xi'an Jiaotong-Liverpool University"
"Yuyang Rainne Zeng","Xiamen University"
"Fei Chao","Xiamen University"
"Min Shen","Xiangtan University"
"Tong Lei","Xi’an Polytechnic University"
"Rui Zhang","Xi’an Polytechnic University"
"Yao Yan","Xi’an Polytechnic University"
"Xusheng Zhang","Xi’an Polytechnic University"
"Xiaohu Lin","Xi’an University of Science and Technology"
"Gregory Laughlin","Yale University"
"Priyamvada Natarajan","Yale University"
"Xin Feng","Yanshan University"
"Xu Wang","Yanshan University"
"Kazuhiro Jo","YCAM"
"Liz Lessner","Yes We Cannibal"
"Umut Tasa","Yildiz Technical University"
"Seung-ah Lee","Yonsei University"
"Soobin Park","Yonsei University"
"Hyun-Kyung Lee","Yonsei University"
"Hyungsin Kim","Yonsei University"
"Wonjean Lee","Yonsei University"
"Changyoon Yi","Yonsei University"
"Juhyun Bae","Yonsei University"
"Nakkyu Baek","Yonsei University"
"Kyungwon Lee","Yonsei University"
"Yu-kyung Jang","Yonsei University"
"Jaewoo Jung","Yonsei University"
"Jina Jung","Yonsei University"
"Sunwoong Hur","Yonsei University"
"Dong-hwan Kim","Yonsei University"
"Hyun Jean Lee","Yonsei University"
"Yeonji Lee","Yonsei University"
"Shunshan Zhu","Z Lab"
"Duan Ruilei","Zhejiang Conservatory of Music"
"Jing Jia","Zhejiang Sci-Tech University"
"Pinghua Xu","Zhejiang Sci-Tech University"
"Rongrong Cui","Zhejiang Sci-Tech University"
"Peng-Peng Li","Zhejiang Sci-Tech University"
"Jia Hu","Zhejiang Sci-Tech University"
"Jingwen Cao","Zhejiang Sci-Tech University"
"Xiaowan Sun","Zhejiang Sci-Tech University"
"Songruoyao Wu","Zhejiang University"
"Shengyu Zhang","Zhejiang University"
"Xinyu Yang","Zhejiang University"
"Junxiu Tang","Zhejiang University"
"Chunlei Chai","Zhejiang University"
"Qing Gong","Zhejiang University"
"Ning Zou","Zhejiang University"
"Tan Tang","Zhejiang University"
"Yongquan Zhang","Zhejiang University"
"Zhou Fang","Zhejiang University"
"Yuqing Zhang","Zhejiang University"
"Zhiwen Zuo","Zhejiang University"
"Jie Xu","Zhejiang University"
"Dazhen Deng","Zhejiang University"
"Jinhui Yu","Zhejiang University"
"Kui Ren","Zhejiang University"
"Xiaosong Wang","Zhejiang University"
"Chao Wang","Zhejiang University"
"Feng Lin","Zhejiang University"
"Wange Wu","Zhejiang University"
"Yiheng Yang","Zhejiang University"
"Zhanjie Zhang","Zhejiang University"
"Tiantian Liu","Zhejiang University"
"Yuntao Bao","Zhejiang University"
"Yikai Wang","Zhejiang University"
"Xia Zheng","Zhejiang University"
"Yicheng Jiang","Zhejiang University"
"Hua Cheng","Zhejiang University"
"Jiachen Wang","Zhejiang University"
"Wenbo Liu","Zhejiang University"
"Huaiyong Dou","Zhejiang University"
"Lei Zhao","Zhejiang University"
"Qihao Liang","Zhejiang University"
"Yuxing Wang","Zhejiang University"
"Ailin Li","Zhejiang University"
"Yihong Wu","Zhejiang University"
"Dongming Lu","Zhejiang University"
"Yingcai Wu","Zhejiang University"
"Kejun Zhang","Zhejiang University"
"Chen Zhang","Zhejiang University"
"Luchin Chang","Zhejiang University"
"Peiquan Xia","Zhejiang University"
"Zihao Wang","Zhejiang University"
"Wei Xing","Zhejiang University"
"Xiao Xie","Zhejiang University"
"Hui Zhang","Zhejiang University"
"Zhizhong Wang","Zhejiang University"
"Baoyi He","Zhejiang University"
"Persis Jadé Maravala","ZU-UK"
"Jorge Lopes Ramos","ZU-UK"
"Christopher Lloyd Salter","Zurich University of the Arts"
"Eirini Sourgiadaki","Zurich University of the Arts"
"Roman Jurt","Zurich University of the Arts"
"Christian Iseli","Zurich University of the Arts"
"Martin Fröhlich","Zurich University of the Arts"
"Florian Christoph Bruggisser","Zurich University of the Arts"
"Chris Elvis Leisi","Zurich University of the Arts"
"Jill Scott","Zurich University of the Arts"
"Chris Salter","Zurich University of the Arts"
"Rasa Weber","Zurich University of the Arts"
"Pascal Lund-Jensen","Zurich University of the Arts"
"Gunter Lösel","Zurich University of the Arts"
"H.-C. Hege","Zuse Institute Berlin"
"Steffi Kohl","Zuyd University of Applied Sciences"
"Kay U Schröder","Zuyd University of Applied Sciences"
"Marie-Eve Bilodeau","École de Technologie Supérieure"
