"university_name","author_name","total_score"
"Centre for Cultural Informatics and Information Systems Laboratory, FORTH-ICS","Martin Doerr","25.0000000000000000"
"Centre for Cultural Informatics and Information Systems Laboratory, FORTH-ICS","Athina Kritsotaki","25.0000000000000000"
"Centre for Digital Entertainment, Geneva","Alain Renaud","10.2191198794243070"
"Centre for Research and Technology Hellas","Nefeli Georgakopoulou","40.0000000000000000"
"Centre for Research and Technology Hellas","Makrina Viola Kosti","5.7233998091552655"
"Centre for Research and Technology Hellas","Ioannis Kompatsiaris","5.7233998091552655"
"Centre for Research and Technology Hellas","Sotiris Diplaris","5.7233998091552655"
"Centre for Research and Technology Hellas","Stefanos Vrochidis","5.7233998091552655"
"Centro Universitário Newton Paiva","Mônica da Consolação Machado","30.0000000000000000"
"Chalmers University of Technology","Mafalda Gamboa","30.0000000000000000"
"Chandigarh University","Lalit Aditya Kaushal","60.0000000000000000"
"Chandigarh University","Nipun Kalia","36.9070246428542570"
"Chapman University","Seungcheol Austin Lee","15.3286798191364604"
"Charles University","Kristýna Kopřivová","60.0000000000000000"
"Charles University","James Little","30.0000000000000000"
"Charles University","Nico Carpentier","25.0000000000000000"
"Charles University","Vaia Doudaki","25.0000000000000000"
"Charles University in Prague","Milan Kroulík","60.0000000000000000"
"China Academy of Art","Danlin Huang","12.8758562578395565"
"China Academy of Art","Jianan Johanna Liu","12.8758562578395565"
"China Conservatory of Music","Zijin Li","7.2302624316777503"
"China University of Mining and Technology","Xin-Zhu Li","12.5000000000000000"
"Chinese Academy of Sciences","Tianren Luo","60.0000000000000000"
"Chinese Academy of Sciences","Yuxin Zhang","30.0000000000000000"
"Chinese Academy of Sciences","Teng Han","22.2222222222222222"
"Chinese Academy of Sciences","Feng Tian","11.1111111111111111"
"Chinese Academy of Sciences","Changsheng Xu","10.6177681073532626"
"Chinese Academy of Sciences","Weiming Dong","10.6177681073532626"
"Chung-Ang University","Young ho Kim","60.0000000000000000"
"Chung-Ang University","Yang kyu Lim","25.0000000000000000"
"Chung-Ang University","Jin Wan Park","25.0000000000000000"
"Cirque du Soleil","Jennifer Lécuyer","18.9774480642202313"
"CISUC","Penousal Machado","53.2835759475769232"
"CITERES lab","Carola Moujan","60.0000000000000000"
"City University of Hong Kong","Scott Hessels","240.0000000000000000"
"City University of Hong Kong","Tomas Laurenzo","156.9070246428542570"
"City University of Hong Kong","Hin Nam Fong","120.0000000000000000"
"City University of Hong Kong","Maurice Benayoun","102.6304244520095225"
